Cluster,uplift_score,cluster
3,0.7925860938751637,3
3,0.8767961995043221,3
3,0.8371426941608564,3
1,0.8868091506361335,1
1,0.7709447509657448,1
3,0.7997995898655075,3
2,0.7800572773439007,2
1,0.8274737997675836,1
1,0.8785795234515061,1
3,0.8815845832681677,3
1,0.8385777912881125,1
3,0.8394041292311143,3
1,0.7544359647364536,1
2,0.7510978474111849,2
1,0.850133926376615,1
1,0.8506498174423647,1
